,artist_name,song_name,score,chart_index,year,decade
0,להקת חיל הים,מה אברך,0.5207667731629393,4,1969,1960
1,"להקת הנח""ל","קרנבל בנח""ל",0.6375,9,1969,1960
2,אבי טולדנו,עם רדת יום,0.48538754764930114,8,1969,1960
3,"להקת הנח""ל",בשמלה אדומה,0.37668161434977576,11,1969,1960
4,אריק איינשטיין,פראג,0.6741214057507987,13,1969,1960
5,חוה אלברשטיין,מרדף,0.7673611111111112,15,1969,1960
6,להקת חיל הים,רק בישראל,0.6442105263157895,19,1969,1960
7,"צוות הווי של הנח""ל",חורשת האיקליפטוס,0.47104247104247104,22,1969,1960
8,עמי שביט,הפרח הלבן,0.8271954674220963,17,1969,1960
9,אבי טולדנו,ראיתי את הקיץ,0.5154639175257731,21,1969,1960
10,אילנית,שיר בארבעה בתים,0.39690721649484534,20,1969,1960
11,"להקת הנח""ל",שיר לשלום,0.7137476459510358,5,1970,1970
12,שלמה ארצי,פתאום עכשיו פתאום היום,0.500772797527048,1,1970,1970
13,יגאל בשן,לצפון באהבה,0.6498771498771498,3,1970,1970
14,אריק איינשטיין ושלום חנוך,למה לי לקחת ללב,0.5844504021447721,2,1970,1970
15,מוטי פליישר,אבשלום,0.6489226869455006,8,1970,1970
16,רבקה זהר,ליד המסילה,0.5620347394540943,14,1970,1970
17,חוה אלברשטיין,משירי ארץ אהבתי,0.5855457227138643,16,1970,1970
18,יגאל בשן,עושה שלום,0.5,17,1970,1970
19,רבקה זהר,בן יפה נולד,0.619281045751634,18,1970,1970
20,להקת חיל הים,אנשי הדממה,0.44314868804664725,20,1970,1970
21,יהורם גאון,הינני כאן,0.5568797399783315,7,1971,1970
22,אילנה רובינא,לך איתה,0.4620811287477954,8,1971,1970
23,אילן ואילנית,חופשי ומאושר,0.44844517184942717,5,1971,1970
24,להקת פיקוד הצפון,מתוק מתוק,0.340896199659671,1,1971,1970
25,אריק איינשטיין,אני ואתה,0.3943217665615142,3,1971,1970
26,להקת פיקוד הדרום,שבחי מעוז,0.4965753424657534,10,1971,1970
27,חדוה ודוד,אני חולם על נעמי,0.49501246882793015,2,1971,1970
28,אריק איינשטיין וג'וזי כץ,מה איתי,0.37598425196850394,12,1971,1970
29,עדנה לב,ידיד נפש,0.7074829931972789,16,1971,1970
30,יגאל בשן,מודד המדרכות,0.7277227722772277,20,1971,1970
31,משפחת ירקוני,פמלה,0.5841463414634146,23,1971,1970
32,אילן ואילנית,רינגולי,0.6564102564102564,24,1971,1970
33,ששי קשת,ותבוא עליכם הברכה,0.5523809523809524,11,1971,1970
34,אחרית הימים,יש לי יום הולדת,0.3992297817715019,8,1972,1970
35,שלמה ארצי,אל תשאל ילד,0.4678111587982833,5,1972,1970
36,צוות הווי חטיבת הצנחנים ושלישיית פיקוד המרכז,מסביב למדורה,0.2706422018348624,3,1972,1970
37,בעז שרעבי,חייך וחיי,0.6554054054054054,2,1972,1970
38,אלי מגן,עד סוף הקיץ,0.5213849287169042,6,1972,1970
39,להקת חיל הים,חסקה,0.6285289747399703,9,1972,1970
40,יגאל בשן,מה נשתנה,0.4988095238095238,13,1972,1970
41,אל תקרא לי שחור,יום יבוא,0.32217847769028873,16,1972,1970
42,אילנית,לאורך השדרה שאין בה איש,0.7178899082568807,7,1972,1970
43,יהורם גאון,רחל,0.7952755905511811,18,1972,1970
44,עקיבא נוף,איזבל,0.481651376146789,20,1972,1970
45,שלמה ארצי,דרך שתי נקודות,0.6259426847662142,22,1972,1970
46,אילנה רובינא,בלדה על נערי שגדל,0.8043052837573386,10,1972,1970
47,אילנית,אי שם,0.5915221579961464,2,1973,1970
48,גבי שושן,שש עשרה מלאו לנער,0.4935437589670014,5,1973,1970
49,צביקה פיק,סימנים,0.5112781954887218,9,1973,1970
50,הנשמות הטהורות,אחכה לך,0.5022900763358779,12,1973,1970
51,גבי שושן,בראשית,0.4665523156089194,14,1973,1970
52,מתי כספי,אחותי הקטנה,0.32858837485172004,20,1973,1970
53,שלמה ארצי,אומרים ישנה ארץ,0.4781382228490832,23,1973,1970
54,עדנה לב,ספר לי כוכב,0.8174904942965779,19,1973,1970
55,חבורת בימות,לשיר זה כמו להיות ירדן,0.7548076923076923,18,1973,1970
56,צוות הווי הנדסה קרבית,ברחוב הנשמות הטהורות,0.5679012345679012,17,1973,1970
57,כוורת,יו יה,0.6243093922651933,3,1974,1970
58,כוורת,נתתי לה חיי,0.6197021764032073,1,1974,1970
59,נעמי שמר והגשש החיוור,לו יהי,0.49742268041237114,2,1974,1970
60,יגאל בשן,קפה אצל ברטה,0.6484687083888149,6,1974,1970
61,עוזי פוקס,אין לך מה לדאוג,0.5864779874213837,5,1974,1970
62,נתנאלה,שיר היונה,0.42731277533039647,12,1974,1970
63,יגאל בשן,לקראת שבת,0.71671388101983,11,1974,1970
64,אבי טולדנו,מה חשוב היום,0.518910741301059,13,1974,1970
65,הגשש החיוור,אף אחד לא קם,0.6645602948920485,17,1974,1970
66,רותי נבון,חשמל בכפות ידיך,0.37009345794392523,22,1974,1970
67,דודו זכאי,נפגשנו שוב,0.6666666666666666,19,1974,1970
68,חוה אלברשטיין,כמו צמח בר,0.8065764023210832,5,1975,1970
69,כוורת,גוליית,0.6344322344322344,1,1975,1970
70,שלמה ארצי,את ואני,0.6929133858267716,4,1975,1970
71,הגשש החיוור,נא,0.5747011952191236,6,1975,1970
72,יגאל בשן,יש לי ציפור קטנה בלב,0.5906040268456376,10,1975,1970
73,כוורת,טנגו צפרדעים,0.7180555555555556,8,1975,1970
74,צוות הווי חטיבת הצנחנים,בארץ אהבתי השקד פורח,0.3581183611532625,3,1975,1970
75,צביקה פיק,אני אוהב אותך לאה,0.6587155963302752,14,1975,1970
76,אורי שבח,ארץ אהובה,0.6470588235294118,13,1975,1970
77,"חנן יובל, דורית ראובני ודני כץ","פגישה, חצי פגישה",0.6171617161716172,15,1975,1970
78,אריק לביא,זה קורה,0.3617391304347826,19,1975,1970
79,הגשש החיוור,זאת שמעל לכל המצופה,0.5850487540628385,17,1975,1970
80,דודו זכאי,משחקים,0.8083832335329342,22,1975,1970
81,יגאל בשן ותיקי דיין,בואי נעשה לנו חג,0.5474592521572388,23,1975,1970
82,אושיק לוי,לא הכרתי אותך,0.6326530612244898,16,1975,1970
83,כוורת,שיר המחירון,0.480225988700565,25,1975,1970
84,נתנאלה,בן,0.6910197869101978,21,1975,1970
85,אילנית,שיר של יום חולין,0.6633802816901408,9,1976,1970
86,אריאל זילבר,רוצי שמוליק קורא לך,0.6201413427561837,1,1976,1970
87,כוורת,לו לו,0.5215605749486653,8,1976,1970
88,שוקולד מנטה מסטיק,אמור שלום,0.30342384887839435,3,1976,1970
89,חוה אלברשטיין,את תלכי בשדה,0.631376323387873,2,1976,1970
90,אריק איינשטיין,זו אותה האהבה,0.6382978723404256,10,1976,1970
91,תמוז,סוף עונת התפוזים,0.703125,7,1976,1970
92,הכל עובר חביבי,החגיגה נגמרת,0.486404833836858,12,1976,1970
93,תמוז,ככה את רצית אותי,0.5120481927710844,17,1976,1970
94,כוורת,היא כל כך יפה,0.6187050359712231,13,1976,1970
95,האחים והאחיות,כמו בלדה,0.39547038327526135,19,1976,1970
96,מתי כספי,ברית עולם,0.5612903225806452,15,1976,1970
97,אריק איינשטיין,ערב מול הגלעד,0.7111111111111111,22,1976,1970
98,צביקה פיק וג'וזי כץ,פרפרה,0.6365546218487395,20,1976,1970
99,נאוה ברוכין,שיר הבוקר,0.8755364806866953,14,1976,1970
100,גילה אלמגור,וידוי,0.5987544483985765,25,1976,1970
101,כוורת,מדינה קטנה,0.6032831737346102,26,1976,1970
102,שלישיית המעפיל,אהבת ערב,0.8456057007125891,23,1976,1970
103,אילנית,אהבה היא שיר לשניים,0.4967845659163987,3,1977,1970
104,יהודית רביץ,סליחות,0.4270676691729323,1,1977,1970
105,צביקה פיק,אהבה בסוף הקיץ,0.5292338709677419,4,1977,1970
106,רוחמה רז,רקפת,0.6144278606965174,7,1977,1970
107,אילנה אביטל,אותך,0.6264236902050114,10,1977,1970
108,מתי כספי,אין שלווה,0.5381026438569206,11,1977,1970
109,שלמה ארצי,מה את רוצה שאומר לך היום,0.325115562403698,16,1977,1970
110,אלכסנדרה,נפשי כלתה לחרוזים,0.8991228070175439,12,1977,1970
111,האחים והאחיות,בערוב היום,0.7485029940119761,13,1977,1970
112,שלום חנוך,אדם בתוך עצמו,0.6136919315403423,20,1977,1970
113,נאוה ברוכין,שיר לאהבה,0.3094890510948905,22,1977,1970
114,אריק לביא,אני אשיר לך שיר,0.41480206540447506,25,1977,1970
115,יגאל בשן ויזהר כהן,משפחת צנעני,0.8036649214659686,23,1977,1970
116,גלי עטרי,נסיך החלומות,0.5414012738853503,6,1978,1970
117,צביקה פיק,נאסף תשרי,0.5319148936170213,1,1978,1970
118,יזהר כהן ואלפא ביתא,אבניבי,0.38633540372670805,2,1978,1970
119,יעל לוי ודויד ברוזה,שיר אהבה בדואי,0.7279521674140508,7,1978,1970
120,יהורם גאון,עוד לא אהבתי די,0.4503735325506937,4,1978,1970
121,עוזי חיטמן,רציתי שתדע,0.6529516994633273,5,1978,1970
122,שלמה ארצי,את אינך יודעת,0.658493870402802,14,1978,1970
123,חוה אלברשטיין,סינדרלה מקומית,0.6729475100942126,15,1978,1970
124,אריק איינשטיין,סוס עץ,0.5106589147286822,12,1978,1970
125,שימי תבורי,אין לי אהבה,0.4868421052631579,17,1978,1970
126,יהודית רביץ,מישהו,0.48188405797101447,24,1978,1970
127,יהודית רביץ ודני ליטני,לא טוב היות האדם לבדו,0.23045267489711935,25,1978,1970
128,חוה אלברשטיין,פרח משוגע,0.5826210826210826,29,1978,1970
129,יהודית רביץ,לקחת את ידי בידך,0.6573913043478261,6,1979,1970
130,צביקה פיק,לא אני,0.6831683168316832,5,1979,1970
131,חלב ודבש,הללויה,0.5430622009569378,1,1979,1970
132,הכבש השישה עשר,גן סגור,0.3676300578034682,7,1979,1970
133,שוקי ודורית,גן נעול,0.42278481012658226,3,1979,1970
134,עפרה חזה,שיר הפרחה,0.5672451193058569,8,1979,1970
135,שימי תבורי,כינור דוד,0.5785837651122625,13,1979,1970
136,גזוז,תשע בכיכר,0.6882530120481928,12,1979,1970
137,יהודית רביץ,אהבה יומיומית,0.6351931330472103,15,1979,1970
138,ריקי גל,ילד רע,0.610912343470483,14,1979,1970
139,גזוז,לכבוד הקיץ,0.6765027322404371,23,1979,1970
140,גלי עטרי,דרך ארוכה,0.5477707006369427,26,1979,1970
141,חוה אלברשטיין,תקופות השנה,0.7096385542168675,21,1979,1970
142,יגאל בשן,רקדו את השלום,0.5780487804878048,29,1979,1970
143,גידי גוב,בואי נישאר,0.4472573839662447,30,1979,1970
144,האחים והאחיות,בכל מקום,0.7465437788018433,27,1979,1970
145,שלמה ארצי,אני שומע שוב,0.7985739750445633,4,1980,1980
146,צביקה פיק,על חטא,0.5702576112412178,2,1980,1980
147,שלמה ארצי,צוותא,0.524983344437042,11,1980,1980
148,עפרה חזה,שיר אהבה לחייל,0.43229689067201604,13,1980,1980
149,צביקה פיק,אלה סינדרלה,0.4777777777777778,15,1980,1980
150,חלב ודבש,גלגל ענק,0.37355718782791186,1,1980,1980
151,עפרה חזה,כמו ציפור,0.4055793991416309,20,1980,1980
152,רוחמה רז,חלומות,0.45219123505976094,24,1980,1980
153,סקסטה,אני עושה לי מנגינות,0.5474372955288986,27,1980,1980
154,ריקי גל,לגור איתו,0.5083743842364532,22,1980,1980
155,נורית גלרון,בודדים אומרים,0.84,28,1980,1980
156,שלמה ארצי,לא עוזב את העיר,0.5300261096605744,3,1981,1980
157,תיסלם,לראות אותה היום,0.5890207715133531,1,1981,1980
158,תיסלם,רדיו חזק,0.5958188153310104,2,1981,1980
159,אריק איינשטיין,היא יושבה לחלון,0.4251968503937008,13,1981,1980
160,יצחק קלפטר,אני ואת אז,0.8041733547351525,11,1981,1980
161,אריק סיני,בשעה שכזאת,0.6101694915254238,14,1981,1980
162,גלי עטרי,עד שנשיב,0.8012170385395537,6,1981,1980
163,עפרה חזה,תפילה,0.3402948402948403,7,1981,1980
164,הכל עובר חביבי,הלילה,0.3254950495049505,5,1981,1980
165,דודה,אלף כבאים,0.40716612377850164,12,1981,1980
166,שלמה ארצי,יום אחד,0.675263774912075,19,1981,1980
167,יגאל בשן,סיוון,0.5409015025041736,4,1981,1980
168,יוסי בנאי,על כל אלה,0.4891443167305236,16,1981,1980
169,מני בגר,זה היה ביתי,0.5977165883143049,18,1981,1980
170,שימי תבורי,תני לי את הלב,0.60828025477707,10,1981,1980
171,עפרה חזה,סימנים של אוהבים,0.3898832684824903,26,1981,1980
172,אסתר שמיר,במקום הכי נמוך בתל אביב,0.5425790754257908,29,1981,1980
173,זוהר ארגוב,הפרח בגני,0.5572625698324022,4,1982,1980
174,איזולירבנד,מלודי,0.44556677890011226,3,1982,1980
175,בנזין,יום שישי,0.5814220183486238,1,1982,1980
176,אבי טולדנו,הורה,0.35963114754098363,2,1982,1980
177,יגאל בשן,האמיני לי,0.5866336633663366,10,1982,1980
178,יהורם גאון,לילה טוב לאהבה,0.6006144393241167,13,1982,1980
179,שימי תבורי,עוד סיפור אחד של אהבה,0.4481012658227848,9,1982,1980
180,עפרה חזה,כל יום מתחילה שנה,0.33584905660377357,11,1982,1980
181,בנזין,חופשי זה לגמרי לבד,0.3694581280788177,19,1982,1980
182,יגאל בשן,רוצה הביתה,0.601010101010101,23,1982,1980
183,צביקה פיק,הסבון בכה מאוד,0.5527638190954773,27,1982,1980
184,שלום חנוך,שיר דרך,0.6462212486308871,30,1982,1980
185,מני בגר,עייף מכדי לקום,0.7472375690607734,25,1982,1980
186,יגאל בשן ויצחק קלפטר,שנינו ביחד,0.37578814627994955,17,1982,1980
187,עפרה חזה,מלכת הקסמים,0.4614624505928854,24,1982,1980
188,גלי עטרי,לא יודעת,0.3761467889908257,26,1982,1980
189,שולה חן,אימא,0.6521739130434783,14,1982,1980
190,דני סנדרסון,פקששתי,0.6579310344827586,20,1982,1980
191,אריק איינשטיין,יושב על הגדר,0.44527363184079605,4,1983,1980
192,תיסלם,בוקר של כיף,0.5193236714975845,3,1983,1980
193,זוהר ארגוב,סיימתי מילואים,0.5115020297699594,10,1983,1980
194,אפרים שמיר,רוקד לקול הבנות,0.5666666666666667,9,1983,1980
195,תיסלם,שנה שנייה,0.7676767676767676,14,1983,1980
196,הכל עובר חביבי,תלווי אותי,0.5077120822622108,12,1983,1980
197,שלמה ארצי,הרדופים,0.843441466854725,16,1983,1980
198,עפרה חזה,חי,0.35140771637122004,1,1983,1980
199,אריאל זילבר,בחברה להגנת הטבע,0.38235294117647056,2,1983,1980
200,הקליק,כל האמת,0.5660377358490566,11,1983,1980
201,גידי גוב,טוב שבאת,0.5638474295190713,20,1983,1980
202,בנזין,תני לי סיבה,0.7040998217468806,15,1983,1980
203,יגאל בשן,בעוד שנה אני חוזר,0.5485294117647059,17,1983,1980
204,בנזין,בית משותף,0.8022222222222222,19,1983,1980
205,חני ליבנה,אישה,0.8934010152284264,24,1983,1980
206,אריק סיני,הביתה,0.8888888888888888,26,1983,1980
207,תיסלם,חצבים פורחים,0.6765432098765433,30,1983,1980
208,עפרה חזה,גבריאל,0.6007604562737643,35,1983,1980
209,בננה,מדונה,0.5785714285714286,34,1983,1980
210,מאיר בנאי,מחפש את הכיוון,0.8064516129032258,40,1983,1980
211,בנזין,משמרת לילה,0.7192052980132451,5,1984,1980
212,בעז שרעבי,אצלי הכול בסדר,0.44786729857819907,4,1984,1980
213,ירדנה ארזי,הביתה,0.6853448275862069,6,1984,1980
214,תיסלם,כוכבים,0.5857988165680473,13,1984,1980
215,עפרה חזה,יד ביד,0.547576301615799,8,1984,1980
216,ירדנה ארזי,אתה לי ארץ,0.6402535657686212,11,1984,1980
217,בנזין,קחי אותי הביתה,0.6661367249602543,15,1984,1980
218,חופים,אנשי הגשם,0.7569955817378498,16,1984,1980
219,יהורם גאון,לא תנצחו אותי,0.6453781512605042,22,1984,1980
220,אילנית,שיר על נחלים,0.3457814661134163,26,1984,1980
221,אושיק לוי,כמו בסרט,0.7619047619047619,29,1984,1980
222,יובל בנאי,מכת שמש,0.666030534351145,23,1984,1980
223,שלום חנוך,על פני האדמה,0.6405693950177936,35,1984,1980
224,אריק איינשטיין,עוד ניפגש,0.5008291873963516,33,1984,1980
225,עפרה חזה,איתך הלילה,0.48707482993197276,28,1984,1980
226,הקליק,אל תדליקו לי נר,0.33112582781456956,34,1984,1980
227,יגאל בשן,אני נשבע בשם הבלוז,0.48919449901768175,36,1984,1980
228,לאה לופטין,דם הגפן,0.6258503401360545,38,1984,1980
229,אריאל זילבר,אני שוכב לי על הגב,0.5,30,1984,1980
230,שמוליק קראוס ואילן וירצברג,רואים רחוק רואים שקוף,0.5376532399299475,31,1984,1980
231,שלום חנוך,מחכים למשיח,0.7243377483443708,3,1985,1980
232,דני סנדרסון,מה הדאווין שלך,0.5823970037453183,11,1985,1980
233,עפרה חזה,אדמה,0.7333333333333333,5,1985,1980
234,יזהר כהן,עולה עולה,0.48120300751879697,2,1985,1980
235,אלון אולארצ'יק,בא לשכונה בחור חדש,0.45285359801488834,13,1985,1980
236,עפרה חזה,גורל אחד,0.303347280334728,16,1985,1980
237,מאיר בנאי,שירו של שפשף,0.39169909208819714,18,1985,1980
238,שלום חנוך,דז'ה וו,0.6679462571976967,20,1985,1980
239,ירדנה ארזי,עוד נגיע,0.3275462962962963,4,1985,1980
240,עפרה חזה,מישהו הולך תמיד איתי,0.7093862815884476,19,1985,1980
241,"להקת הנח""ל",שרית הספרית,0.5808625336927223,24,1985,1980
242,בעז שרעבי,תני לי יד,0.633177570093458,23,1985,1980
243,מתי כספי,ילדותי השנייה,0.5525114155251142,26,1985,1980
244,אלון אולארצ'יק,היא הולכת בדרכים,0.602,28,1985,1980
245,כמו צועני,כמו צועני,0.6675073560319462,6,1985,1980
246,"ירדנה ארזי ולהקת הנח""ל",דרישת שלום,0.4542897327707454,12,1985,1980
247,חנן יובל,ואם השיר הזה נשמע לכם מוכר,0.497737556561086,22,1985,1980
248,דורי בן זאב,גנבים,0.5356622998544396,29,1985,1980
249,ירדנה ארזי,יש ונדמה,0.9084967320261438,33,1985,1980
250,מתי כספי,שיר עם נקי,0.4792243767313019,36,1985,1980
251,אלון אולארצ'יק,גלים גלים,0.6658653846153846,37,1985,1980
252,ירדנה ארזי,לא נעצור,0.40762812872467225,27,1985,1980
253,שמוליק צ'יזיק,אף אחד לא מזיל דמעה,0.5363881401617251,40,1985,1980
254,שרון ליפשיץ,גידי,0.6282578875171467,39,1985,1980
255,טנגו,עיניים ירוקות,0.5669099756690997,17,1985,1980
256,טנגו ואלון אולארצ'יק,או שאתה שר או שלוקחים אותך מפה,0.687392055267703,30,1985,1980
257,אילן וירצברג,על מדרגות התיאטרון,0.42628774422735344,35,1985,1980
258,חיים משה,תן לזמן ללכת,0.42140151515151514,21,1985,1980
259,טנגו,ריקוד לאור ירח,0.4412094064949608,38,1985,1980
260,ריטה,שביל הבריחה,0.5678391959798995,1,1986,1980
261,משינה,היא התווכחה איתו שעות,0.728021978021978,7,1986,1980
262,שלמה ארצי,נרקוד נשכח,0.5006784260515604,2,1986,1980
263,ריטה,שיר אהובת הספן,0.5909090909090909,8,1986,1980
264,משינה,בלדה לסוכן כפול,0.595448798988622,12,1986,1980
265,ריטה,עבד של הזמן,0.5952095808383233,11,1986,1980
266,ריטה,בגידה,0.6818181818181818,16,1986,1980
267,ירדנה ארזי,שוב בתמונה,0.6333333333333333,3,1986,1980
268,שלמה ארצי,הרדיו הישן,0.5059121621621622,18,1986,1980
269,ירדנה ארזי,באתי אליך,0.7203065134099617,15,1986,1980
270,גלי עטרי,אסמרלדה,0.6131840796019901,5,1986,1980
271,ירדנה ארזי,שהשמש תעבור עליי,0.6199261992619927,19,1986,1980
272,אבי טולדנו,תרקדי את הלילה,0.5682210708117443,10,1986,1980
273,אבי טולדנו,בכל הכוח,0.5314814814814814,17,1986,1980
274,שרון ליפשיץ,קולנוע,0.806312769010043,14,1986,1980
275,שלמה ארצי,שדות של אירוסים,0.47959183673469385,34,1986,1980
276,משה דץ,עכשיו היא,0.6707818930041153,31,1986,1980
277,גלי עטרי,אין לי ארץ אחרת,0.35294117647058826,37,1986,1980
278,מני בגר,בוקר של חמסין,0.5177777777777778,38,1986,1980
279,כמו צועני,מה נשאר לי,0.7175043327556326,29,1986,1980
280,גלי עטרי,סתיו ישראלי,0.7591397849462366,28,1986,1980
281,פופלקס,איציק,0.6957983193277311,40,1986,1980
282,משינה,שלח לי מלאך,0.6529562982005142,8,1987,1980
283,יהודית רביץ,באה מאהבה,0.7625418060200669,1,1987,1980
284,דני סנדרסון,אצל הדודה והדוד,0.654357459379616,6,1987,1980
285,גידי גוב,כמעט סתיו,0.4823529411764706,14,1987,1980
286,ריטה,רגע פרטי,0.7604938271604939,16,1987,1980
287,דפנה ארמוני,היא תיקח אותך,0.4631111111111111,17,1987,1980
288,רמי קלינשטיין,ביום של הפצצה,0.7438202247191011,24,1987,1980
289,עפרה חזה,הכאב הזה,0.5297532656023222,21,1987,1980
290,ריטה,תחת ירח ערבי,0.6795580110497238,29,1987,1980
291,אדם,סוד,0.7579908675799086,3,1987,1980
292,אדם,אין מוצא,0.4133545310015898,7,1987,1980
293,ריקי גל,מערבה מכאן,0.8609271523178808,32,1987,1980
294,אריק איינשטיין,אוהב להיות בבית,0.3070953436807095,35,1987,1980
295,יזהר כהן,צומת דרכים,0.7106598984771574,19,1987,1980
296,מיקי קם,קזינו עולמי,0.6048034934497817,25,1987,1980
297,ירדנה ארזי,במערבולת,0.7692307692307693,34,1987,1980
298,נורית גלרון,זה הגשם,0.6729323308270677,39,1987,1980
299,טובה גרטנר,אתמול,0.4115755627009646,41,1987,1980
300,רבקה זהר,חלקת אלוהים,0.5775127768313458,36,1987,1980
301,הראלה בר,קשה בלילה,0.8311688311688312,43,1987,1980
302,גלי עטרי,תני לו פרח,0.4049079754601227,40,1987,1980
303,ריטה,הנסיכה והרוח,0.6827033218785796,6,1988,1980
304,שלמה ארצי,תחת שמי ים התיכון,0.595679012345679,7,1988,1980
305,ריטה,עטוף ברחמים,0.577683615819209,5,1988,1980
306,ריטה,ימי התום,0.7641509433962265,12,1988,1980
307,ריטה,אני חיה לי מיום ליום,0.5163398692810458,9,1988,1980
308,משינה,אהובתי,0.5572916666666666,15,1988,1980
309,ירדנה ארזי ויהורם גאון,אדם אחר,0.6143572621035058,10,1988,1980
310,ירדנה ארזי,היא רוקדת,0.3977635782747604,8,1988,1980
311,שלמה ארצי,נבראתי לך,0.6379310344827587,18,1988,1980
312,ירדנה ארזי,עגילי דמאר,0.8068376068376069,3,1988,1980
313,ירדנה ארזי,בן אדם,0.34238603297769155,4,1988,1980
314,גלי עטרי,מקיץ אל החלום,0.32863436123348017,17,1988,1980
315,גלי עטרי,רק אתמול,0.6542056074766355,25,1988,1980
316,יהודית רביץ,שבתות וחגים,0.6556603773584906,29,1988,1980
317,שלמה ארצי,ארץ חדשה,0.7135007849293563,30,1988,1980
318,גלי עטרי ושמעון גלבץ,נ.ב.,0.4017094017094017,27,1988,1980
319,אילנה אביטל,סוף הצד,0.859504132231405,32,1988,1980
320,מוני ארנון,תמונה שבורה,0.44597989949748745,19,1988,1980
321,יהודה פוליקר,חלון לים התיכון,0.6992700729927007,35,1988,1980
322,יהודית רביץ,סוף לסיפור,0.672566371681416,39,1988,1980
323,שושנה דמארי,אור,0.6263736263736264,16,1988,1980
324,עפרה חזה,השנה אינשאללה,0.36662286465177396,26,1988,1980
325,אדם,תמונות,0.52367941712204,28,1988,1980
326,דורון מזר,שיר הבחורים,0.6473684210526316,37,1988,1980
327,אדם,לא לוקח בקלות,0.5354938271604939,40,1988,1980
328,אורנה ומשה דץ,שיר למענך,0.6757741347905283,44,1988,1980
329,משינה,שלג צח,0.6358024691358025,48,1988,1980
330,שלמה יידוב,חולם בספרדית,0.41161178509532065,47,1988,1980
331,ירדנה ארזי,כמו בהתחלה,0.6939313984168866,38,1988,1980
332,פנצ'ר,שיר מולדת,0.7735849056603774,46,1988,1980
333,ריטה,מחול מטורף,0.5567190226876091,10,1989,1980
334,דני רובס,איך הוא שר,0.6095890410958904,2,1989,1980
335,ריטה,בוא,0.5136612021857924,12,1989,1980
336,מנגו,חלק משלומי,0.4116485686080948,13,1989,1980
337,חוה אלברשטיין,לונדון,0.7337110481586402,14,1989,1980
338,משינה,רני בפריז,0.6948818897637795,17,1989,1980
339,חיים משה,נשבע,0.5755813953488372,21,1989,1980
340,גילי וגלית,דרך המלך,0.46051032806804376,20,1989,1980
341,נורית גלרון,אחרינו המבול,0.5819032761310452,23,1989,1980
342,ריטה,כמו בתמונה,0.9096989966555183,30,1989,1980
343,מנגו,רגע,0.6833855799373041,31,1989,1980
344,קורין אלאל,אנטארקטיקה,0.37166900420757365,9,1989,1980
345,אופירה ורוית יוספי,כל אחד יכול,0.6480331262939959,22,1989,1980
346,שאול צירלין,סוכר,0.5132819194515853,19,1989,1980
347,ראובן לביא,כשהוא חוזר הביתה,0.4561933534743202,39,1989,1980
348,אבי דור,מביט מהצד,0.48086124401913877,35,1989,1980
349,משינה,אז למה לי פוליטיקה עכשיו,0.5745118191161357,7,1990,1990
350,ריטה,שרה ברחובות,0.6607843137254902,3,1990,1990
351,נוער שוליים,ענוג,0.5560538116591929,4,1990,1990
352,נוער שוליים,אמסטרדם,0.6434599156118144,10,1990,1990
353,נוער שוליים,סיזיפה,0.7011278195488722,6,1990,1990
354,נוער שוליים,ציירי לך שפם,0.31645569620253167,1,1990,1990
355,ליליה,גבר באמבטיה,0.6551724137931034,13,1990,1990
356,שלמה ארצי,רוקר חיי,0.6452004860267315,17,1990,1990
357,רמי פורטיס,חלום כחול,0.5474209650582362,19,1990,1990
358,משינה,הכוכבים דולקים על אש קטנה,0.45323741007194246,22,1990,1990
359,שלומי שבת,בגלל הרוח,0.6326530612244898,23,1990,1990
360,אתניX,ציפור מדבר,0.3931034482758621,2,1990,1990
361,רפי פרסקי,כמה פעמים,0.5914285714285714,21,1990,1990
362,פורטיסחרוף,אמריקה,0.48874172185430464,25,1990,1990
363,אטרף,שולה,0.6613545816733067,26,1990,1990
364,אתניX,שניים שניים,0.33967391304347827,16,1990,1990
365,משינה,העמותה לחקר התמותה,0.6322463768115942,36,1990,1990
366,רפי פרסקי,מיליון דולר,0.5138297872340426,40,1990,1990
367,דפנה דקל ותופעת דופלר,זמנים משתנים,0.5807174887892377,34,1990,1990
368,שלום חנוך,ככה וככה,0.5926430517711172,9,1991,1990
369,גידי גוב,למה ליבך כמו קרח,0.7376093294460642,6,1991,1990
370,יהודה פוליקר,פחות אבל כואב,0.4613220815752461,7,1991,1990
371,אתי אנקרי,רואה לך בעיניים,0.5062893081761006,5,1991,1990
372,אורנה ומשה דץ,כאן,0.3723196881091618,3,1991,1990
373,דורי בן זאב,לאה גנוב,0.5491698595146871,14,1991,1990
374,יהודה פוליקר,הצל ואני,0.8223684210526315,16,1991,1990
375,גידי גוב,נאחז באוויר,0.5622641509433962,18,1991,1990
376,נוער שוליים,מותק,0.6579925650557621,19,1991,1990
377,ריטה ואתניX,אגדת השמש והירח,0.6167763157894737,12,1991,1990
378,אתניX,אמונה,0.8634920634920635,11,1991,1990
379,יהודית רביץ,אפריקה,0.7297830374753451,25,1991,1990
380,נוער שוליים,לא אטוש את ידך,0.5419161676646707,22,1991,1990
381,אתניX,כתם הפרי,0.6596153846153846,2,1991,1990
382,משינה,אחכה לך בשדות,0.5582901554404145,32,1991,1990
383,פונץ',אני מאוהב בבחורה מבת ים,0.6002728512960437,31,1991,1990
384,שלום חנוך,בגלגול הזה,0.6049004594180705,34,1991,1990
